msa,zip,county_fips,state,res_ratio
philadelphia,19063,42045,PA,0.0735726063581965
philadelphia,19082,42045,PA,0.06873123716226892
philadelphia,19013,42045,PA,0.06329026742994194
philadelphia,19083,42045,PA,0.058477257718844065
philadelphia,19026,42045,PA,0.05774801382322318
philadelphia,19050,42045,PA,0.05336039638457082
philadelphia,19018,42045,PA,0.04357637411832387
philadelphia,19061,42045,PA,0.03661209491514437
philadelphia,19064,42045,PA,0.036527016460655266
philadelphia,19023,42045,PA,0.035173863898780945
philadelphia,19008,42045,PA,0.03371132475256349
philadelphia,19014,42045,PA,0.03520627473858632
philadelphia,19015,42045,PA,0.03130887125199023
philadelphia,19036,42045,PA,0.02440941372842147
philadelphia,19078,42045,PA,0.022890155612544615
philadelphia,19010,42045,PA,0.02179628976911328
philadelphia,19079,42045,PA,0.017242566776458388
philadelphia,19086,42045,PA,0.01873346540750554
philadelphia,19081,42045,PA,0.016732096049523762
philadelphia,19060,42045,PA,0.016788815019183168
philadelphia,19033,42045,PA,0.012935976437319462
philadelphia,19070,42045,PA,0.011967702598133945
philadelphia,19076,42045,PA,0.011185791087829324
philadelphia,19032,42045,PA,0.010646960876065
philadelphia,19003,42045,PA,0.01112502076319425
philadelphia,19074,42045,PA,0.009597659937366053
